x y z stable_prob
908.536581 687.803700 0.500000 0.000000
908.502363 686.361885 0.500000 0.000000
909.665589 686.278794 0.500000 0.000000
913.558521 696.007364 0.500000 0.000000
910.860582 685.196207 0.500000 0.000000
912.881584 690.863265 0.500000 0.000000
916.574115 696.823568 0.500000 0.000000
914.751061 692.483468 0.500000 0.000000
914.763266 688.321755 0.500000 0.000000
918.636638 694.888108 0.500000 0.000000
918.448443 686.958128 0.500000 0.000000
932.957035 695.103113 0.500000 0.000000
925.014796 683.084758 0.500000 0.000000
1018.474331 633.773330 0.530000 0.000000
993.820394 638.579918 0.530000 0.000000
991.215348 639.681624 0.530000 0.000000
987.320671 649.497505 0.530000 0.000000
971.104586 632.647622 0.530000 0.000000
966.850643 653.885890 0.530000 0.000000
974.726549 667.353263 0.530000 0.000000
948.521405 645.545685 0.530000 0.000000
964.451941 655.330267 0.530000 0.000000
969.509102 664.891915 0.530000 0.000000
969.166429 665.098256 0.530000 0.000000
953.433027 649.825402 0.530000 0.000000
966.951950 674.602785 0.530000 0.000000
963.411014 669.497711 0.530000 0.000000
951.026937 668.316771 0.530000 0.000000
955.157411 677.502585 0.530000 0.000000
947.874725 670.448332 0.530000 0.000000
939.576911 672.176420 0.530000 0.000000
1120.358446 533.903086 0.530000 0.000000
1003.409682 629.303844 0.530000 0.000000
1000.566976 631.949415 0.530000 0.000000
993.512720 639.232102 0.530000 0.000000
1024.760345 617.848319 0.530000 0.000000
1009.308790 629.020134 0.530000 0.000000
991.080857 641.396825 0.530000 0.000000
985.878137 648.264990 0.530000 0.000000
982.937788 654.237790 0.530000 0.000000
960.317787 643.812074 0.530000 0.000000
968.118163 652.889195 0.530000 0.000000
967.261483 653.405044 0.530000 0.000000
966.062131 654.127233 0.530000 0.000000
949.617587 644.652162 0.530000 0.000000
972.705523 669.037141 0.530000 0.000000
964.713537 668.946858 0.530000 0.000000
964.131362 669.530874 0.530000 0.000000
950.956931 667.425087 0.530000 0.000000
955.603252 677.467582 0.530000 0.000000
949.313578 669.348468 0.530000 0.000000
948.046060 670.345162 0.530000 0.000000
947.189381 670.861011 0.530000 0.000000
945.339689 672.441720 0.530000 0.000000
1025.580182 615.720438 0.530000 0.000000
995.362413 637.651392 0.530000 0.000000
992.005700 640.606471 0.530000 0.000000
973.790658 661.146483 0.530000 0.000000
969.544105 665.337757 0.530000 0.000000
1009.548293 628.642458 0.530000 0.000000
998.820453 633.701460 0.530000 0.000000
978.757560 656.988370 0.530000 0.000000
969.179340 651.549830 0.530000 0.000000
949.822085 643.828645 0.530000 0.000000
964.759608 654.678087 0.530000 0.000000
969.612272 665.063251 0.530000 0.000000
959.092613 671.631114 0.530000 0.000000
949.827585 669.038959 0.530000 0.000000
948.560068 670.035653 0.530000 0.000000
945.750527 671.960875 0.530000 0.000000
943.863991 671.929553 0.530000 0.000000
1162.683893 555.342215 0.530000 0.000000
1134.944074 560.839666 0.530000 0.000000
1100.175787 568.234706 0.530000 0.000000
1068.922622 607.831668 0.530000 0.000000
1044.795601 598.780322 0.530000 0.000000
1038.049019 605.410825 0.530000 0.000000
1021.130971 621.901418 0.530000 0.000000
994.881570 637.240552 0.530000 0.000000
988.728206 650.284176 0.530000 0.000000
979.341572 657.570545 0.530000 0.000000
977.637418 664.433187 0.530000 0.000000
974.888680 661.419148 0.530000 0.000000
1026.132873 618.189149 0.530000 0.000000
998.853617 632.981113 0.530000 0.000000
970.977481 617.315830 0.530000 0.000000
995.122910 638.029068 0.530000 0.000000
992.381538 639.679783 0.530000 0.000000
991.834367 640.709640 0.530000 0.000000
983.801854 636.674949 0.530000 0.000000
972.272614 633.811972 0.530000 0.000000
984.831686 658.933868 0.530000 0.000000
959.278723 637.433960 0.530000 0.000000
950.885104 643.655467 0.530000 0.000000
965.102281 654.471747 0.530000 0.000000
965.844721 668.499176 0.530000 0.000000
949.978670 656.107710 0.530000 0.000000
962.943057 677.250196 0.530000 0.000000
954.206788 661.966295 0.530000 0.000000
960.818859 678.762739 0.530000 0.000000
960.852024 678.042391 0.530000 0.000000
953.388795 665.260363 0.530000 0.000000
941.787708 660.339513 0.530000 0.000000
943.092071 660.954849 0.530000 0.000000
951.916780 667.080574 0.530000 0.000000
950.855602 668.419940 0.530000 0.000000
947.977894 670.619668 0.530000 0.000000
946.025033 672.029041 0.530000 0.000000
943.589486 671.861387 0.530000 0.000000
953.829114 661.726793 0.530000 0.000000
990.086277 640.665770 0.530000 0.000000
985.911791 648.709009 0.530000 0.000000
965.470326 654.346965 0.530000 0.000000
964.710308 654.996867 0.530000 0.000000
968.993182 665.544710 0.530000 0.000000
953.089370 649.408144 0.530000 0.000000
964.499145 668.598168 0.530000 0.000000
940.959741 652.148961 0.530000 0.000000
948.657083 655.303468 0.530000 0.000000
948.568991 656.431403 0.530000 0.000000
958.291179 671.801474 0.530000 0.000000
942.076882 661.456592 0.530000 0.000000
950.789886 667.953018 0.530000 0.000000
955.030874 677.220922 0.530000 0.000000
948.401874 669.468737 0.530000 0.000000
947.771837 670.270643 0.530000 0.000000
946.859815 671.050525 0.530000 0.000000
944.753788 672.588266 0.530000 0.000000
942.237955 672.108073 0.530000 0.000000
1024.106586 617.363869 0.530000 0.000000
1022.377544 630.421069 0.530000 0.000000
1009.212390 628.258041 0.530000 0.000000
1002.202518 630.831308 0.530000 0.000000
999.248379 634.146888 0.530000 0.000000
1000.283903 639.050733 0.530000 0.000000
994.146328 637.720267 0.530000 0.000000
991.837772 645.483683 0.530000 0.000000
991.439195 652.403302 0.530000 0.000000
983.145065 658.706272 0.530000 0.000000
975.641615 656.701724 0.530000 0.000000
977.172877 664.339476 0.530000 0.000000
973.531270 661.927280 0.530000 0.000000
975.564749 666.767215 0.530000 0.000000
969.601199 665.024787 0.530000 0.000000
953.393378 649.148182 0.530000 0.000000
954.462154 662.707598 0.530000 0.000000
952.179942 666.501211 0.530000 0.000000
942.250909 661.044627 0.530000 0.000000
942.378730 663.040539 0.530000 0.000000
949.421853 669.122843 0.530000 0.000000
995.840386 636.008503 0.530000 0.000000
970.763240 617.453268 0.530000 0.000000
970.029999 632.290461 0.530000 0.000000
982.825511 653.716494 0.530000 0.000000
978.743437 656.943981 0.530000 0.000000
979.126902 662.931714 0.530000 0.000000
973.923367 660.539385 0.530000 0.000000
945.085861 648.357506 0.530000 0.000000
944.021836 649.267369 0.530000 0.000000
964.195137 668.858130 0.530000 0.000000
941.567754 651.629040 0.530000 0.000000
949.412783 658.341381 0.530000 0.000000
959.029174 671.433555 0.530000 0.000000
946.980727 660.421067 0.530000 0.000000
956.401066 674.207190 0.530000 0.000000
949.725860 668.862882 0.530000 0.000000
948.509831 669.902725 0.530000 0.000000
946.403805 671.440466 0.530000 0.000000
1002.169265 622.175739 0.530000 0.000000
1017.734527 668.074785 0.530000 0.000000
1001.420473 631.763197 0.530000 0.000000
965.050583 605.233381 0.530000 0.000000
967.174313 607.101477 0.530000 0.000000
1002.623550 641.786799 0.530000 0.000000
972.415419 614.461557 0.530000 0.000000
996.014414 635.596538 0.530000 0.000000
971.459352 615.805406 0.530000 0.000000
998.887372 646.034263 0.530000 0.000000
971.173045 619.471202 0.530000 0.000000
992.366331 638.716064 0.530000 0.000000
991.150298 639.755912 0.530000 0.000000
969.630989 621.052989 0.530000 0.000000
965.597278 620.028693 0.530000 0.000000
995.435337 648.459842 0.530000 0.000000
969.108908 622.288883 0.530000 0.000000
998.894282 658.659633 0.530000 0.000000
995.757047 651.605714 0.530000 0.000000
971.902408 626.478913 0.530000 0.000000
966.242863 624.476525 0.530000 0.000000
970.946338 627.822765 0.530000 0.000000
998.004717 677.314622 0.530000 0.000000
988.753652 648.647259 0.530000 0.000000
968.492258 630.184433 0.530000 0.000000
971.893773 633.854543 0.530000 0.000000
989.742971 655.958979 0.530000 0.000000
960.034898 627.679828 0.530000 0.000000
989.156982 656.196916 0.530000 0.000000
992.054120 664.508751 0.530000 0.000000
960.358768 628.981793 0.530000 0.000000
953.870977 630.319166 0.530000 0.000000
984.510940 659.380354 0.530000 0.000000
979.329430 656.706042 0.530000 0.000000
978.591435 657.073960 0.530000 0.000000
963.533574 641.003464 0.530000 0.000000
979.585071 660.697865 0.530000 0.000000
961.275541 642.671188 0.530000 0.000000
944.664828 637.402016 0.530000 0.000000
958.171560 644.272839 0.530000 0.000000
976.172763 666.247294 0.530000 0.000000
975.304788 666.463208 0.530000 0.000000
961.504843 650.632810 0.530000 0.000000
955.977438 646.938517 0.530000 0.000000
954.935435 647.566396 0.530000 0.000000
969.797248 664.330839 0.530000 0.000000
956.299151 650.084387 0.530000 0.000000
957.142946 651.994364 0.530000 0.000000
953.781160 651.448101 0.530000 0.000000
968.958208 676.890139 0.530000 0.000000
944.151817 649.419373 0.530000 0.000000
953.972892 654.441969 0.530000 0.000000
965.779085 668.556281 0.530000 0.000000
943.239795 650.199256 0.530000 0.000000
966.550331 676.843934 0.530000 0.000000
951.844842 656.261694 0.530000 0.000000
965.138252 678.577724 0.530000 0.000000
957.500068 661.951897 0.530000 0.000000
960.144157 682.585095 0.530000 0.000000
953.221943 665.873333 0.530000 0.000000
956.484840 676.767070 0.530000 0.000000
949.877864 668.732901 0.530000 0.000000
949.399831 669.404826 0.530000 0.000000
944.348300 666.882517 0.530000 0.000000
947.901817 670.422647 0.530000 0.000000
915.620176 742.577266 0.500000 0.000000
886.143590 693.410094 0.500000 0.000000
910.180412 712.274642 0.500000 0.000000
928.703554 717.925587 0.500000 0.000000
912.448965 687.821960 0.500000 0.000000
925.193371 680.929930 0.500000 0.000000
914.899190 742.590533 0.500000 0.000000
913.783187 739.226823 0.500000 0.000000
907.728836 729.795765 0.500000 0.000000
899.270287 719.354838 0.500000 0.000000
886.472270 693.182130 0.500000 0.000000
891.678114 686.650729 0.500000 0.000000
910.941198 714.424342 0.500000 0.000000
916.419950 701.618745 0.500000 0.000000
932.567865 695.773677 0.500000 0.000000
918.119947 751.796329 0.500000 0.000000
912.767903 735.306466 0.500000 0.000000
901.695600 715.482135 0.500000 0.000000
916.316799 714.103510 0.500000 0.000000
899.367752 685.455128 0.500000 0.000000
900.155072 689.046802 0.500000 0.000000
915.017501 688.717849 0.500000 0.000000
917.639104 692.497690 0.500000 0.000000
918.039262 687.108824 0.500000 0.000000
922.338659 685.587249 0.500000 0.000000
919.473388 692.685855 0.500000 0.000000
918.953832 691.585828 0.500000 0.000000
826.479987 740.389397 0.500000 0.000000
826.819231 737.720142 0.500000 0.000000
848.722054 746.138350 0.500000 0.000000
917.097081 768.569933 0.500000 0.000000
853.802543 696.612712 0.500000 0.000000
901.574306 751.102147 0.500000 0.000000
921.147124 756.511859 0.500000 0.000000
902.104425 749.760885 0.500000 0.000000
921.184213 755.512546 0.500000 0.000000
885.510867 737.416906 0.500000 0.000000
871.021787 715.824626 0.500000 0.000000
875.011183 721.576558 0.500000 0.000000
921.117881 751.907605 0.500000 0.000000
918.106680 751.075343 0.500000 0.000000
872.044927 714.141417 0.500000 0.000000
874.054109 711.774312 0.500000 0.000000
874.446413 711.989012 0.500000 0.000000
914.066925 745.601736 0.500000 0.000000
872.041949 695.888745 0.500000 0.000000
930.283883 746.523884 0.500000 0.000000
919.036954 744.345216 0.500000 0.000000
916.606222 741.893369 0.500000 0.000000
911.164292 738.609258 0.500000 0.000000
902.027260 733.506840 0.500000 0.000000
909.176226 736.093786 0.500000 0.000000
887.119346 710.257881 0.500000 0.000000
919.256794 735.187068 0.500000 0.000000
909.308618 728.213275 0.500000 0.000000
903.447847 723.272489 0.500000 0.000000
907.156215 725.811786 0.500000 0.000000
897.510188 717.168049 0.500000 0.000000
916.038744 729.143548 0.500000 0.000000
890.109161 700.882325 0.500000 0.000000
888.735951 692.585682 0.500000 0.000000
902.238983 714.861861 0.500000 0.000000
893.652913 688.445210 0.500000 0.000000
906.790168 711.948669 0.500000 0.000000
912.306282 713.234156 0.500000 0.000000
910.596541 710.769043 0.500000 0.000000
916.645479 713.875546 0.500000 0.000000
906.151214 704.359747 0.500000 0.000000
914.426741 707.869116 0.500000 0.000000
909.337318 702.636738 0.500000 0.000000
909.726917 699.689161 0.500000 0.000000
904.997850 686.904955 0.500000 0.000000
930.254098 711.738841 0.500000 0.000000
912.597602 698.915108 0.500000 0.000000
909.095814 686.496674 0.500000 0.000000
913.493218 681.256176 0.500000 0.000000
913.657560 681.142193 0.500000 0.000000
915.751756 689.425570 0.500000 0.000000
968.493997 651.962509 0.530000 0.000000
915.282559 688.047219 0.500000 0.000000
918.842557 694.583763 0.500000 0.000000
918.367944 686.880858 0.500000 0.000000
921.805837 683.766232 0.500000 0.000000
922.161052 684.980243 0.500000 0.000000
933.225229 695.317746 0.500000 0.000000
1019.713395 619.594243 0.530000 0.000000
1020.002112 622.443217 0.530000 0.000000
1013.972998 631.113266 0.530000 0.000000
995.394665 624.431537 0.530000 0.000000
997.935457 633.847712 0.530000 0.000000
999.029544 639.240577 0.530000 0.000000
991.273186 639.872179 0.530000 0.000000
991.060072 645.804680 0.530000 0.000000
992.643168 664.612493 0.530000 0.000000
978.526091 657.619054 0.530000 0.000000
955.153348 640.064715 0.530000 0.000000
978.665589 662.182006 0.530000 0.000000
968.963792 651.652279 0.530000 0.000000
968.893268 651.926189 0.530000 0.000000
967.445017 653.013648 0.530000 0.000000
946.698394 647.380028 0.530000 0.000000
969.006671 665.098401 0.530000 0.000000
946.244087 648.577360 0.530000 0.000000
968.521194 665.849608 0.530000 0.000000
944.521926 649.594296 0.530000 0.000000
952.801563 652.602225 0.530000 0.000000
968.088329 673.770001 0.530000 0.000000
956.273957 661.236023 0.530000 0.000000
955.099615 662.394004 0.530000 0.000000
960.894602 677.321098 0.530000 0.000000
958.289918 672.123442 0.530000 0.000000
942.138971 661.685679 0.530000 0.000000
951.122283 667.065281 0.530000 0.000000
950.840192 668.160921 0.530000 0.000000
946.839869 671.219910 0.530000 0.000000
945.908266 672.002288 0.530000 0.000000
943.990898 671.508630 0.530000 0.000000
996.013006 624.298673 0.530000 0.000000
999.900359 632.455172 0.530000 0.000000
998.279891 633.644324 0.530000 0.000000
999.342803 638.591064 0.530000 0.000000
994.607637 638.832252 0.530000 0.000000
979.855418 660.823531 0.530000 0.000000
991.194484 641.312251 0.530000 0.000000
990.746808 646.454194 0.530000 0.000000
986.610521 659.116387 0.530000 0.000000
977.391103 658.056998 0.530000 0.000000
968.791575 651.753973 0.530000 0.000000
974.102635 662.321501 0.530000 0.000000
969.108364 665.270618 0.530000 0.000000
952.942608 652.054405 0.530000 0.000000
940.936559 652.175990 0.530000 0.000000
957.236732 660.899771 0.530000 0.000000
951.051760 667.339191 0.530000 0.000000
950.981238 667.613101 0.530000 0.000000
948.499689 669.310722 0.530000 0.000000
947.638608 669.819190 0.530000 0.000000
947.285996 671.188739 0.530000 0.000000
944.335330 671.305243 0.530000 0.000000
1009.669143 628.544835 0.530000 0.000000
1005.066843 629.404363 0.530000 0.000000
1001.767093 645.056574 0.530000 0.000000
995.531059 639.216036 0.530000 0.000000
993.433296 639.990232 0.530000 0.000000
991.265007 641.038340 0.530000 0.000000
968.407792 652.677396 0.530000 0.000000
966.716801 654.140459 0.530000 0.000000
965.339069 654.954009 0.530000 0.000000
969.797232 664.863842 0.530000 0.000000
971.704869 671.634435 0.530000 0.000000
952.173491 659.012023 0.530000 0.000000
952.217922 667.347371 0.530000 0.000000
949.016337 669.005641 0.530000 0.000000
948.155256 669.514109 0.530000 0.000000
948.734248 670.101280 0.530000 0.000000
945.204591 669.630613 0.530000 0.000000
944.773276 672.440233 0.530000 0.000000
943.231511 672.189314 0.530000 0.000000
894.113532 683.263252 0.500000 0.000000
944.115582 673.293134 0.530000 0.000000
961.681630 662.920383 0.530000 0.000000
1036.485351 595.289895 0.530000 0.000000
1021.004239 621.386928 0.530000 0.000000
1021.307771 627.014349 0.530000 0.000000
1019.067414 633.447137 0.530000 0.000000
1013.144639 626.957087 0.530000 0.000000
1008.463635 629.256688 0.530000 0.000000
1007.210589 631.854741 0.530000 0.000000
1001.137040 632.189444 0.530000 0.000000
999.344359 633.480289 0.530000 0.000000
998.717833 634.779318 0.530000 0.000000
1002.009833 644.680970 0.530000 0.000000
996.282267 639.701513 0.530000 0.000000
992.924828 639.129151 0.530000 0.000000
991.109152 638.807711 0.530000 0.000000
991.711135 641.007169 0.530000 0.000000
993.971383 646.408213 0.530000 0.000000
954.439511 619.582273 0.530000 0.000000
981.192688 639.321259 0.530000 0.000000
954.452772 627.471495 0.530000 0.000000
988.309691 656.487164 0.530000 0.000000
950.531152 629.090414 0.530000 0.000000
983.528541 653.503776 0.530000 0.000000
987.212504 661.315845 0.530000 0.000000
984.543929 660.336710 0.530000 0.000000
968.911178 644.483094 0.530000 0.000000
979.113265 657.040062 0.530000 0.000000
963.582208 641.358662 0.530000 0.000000
971.343647 649.782443 0.530000 0.000000
979.995785 663.254655 0.530000 0.000000
946.599801 636.986266 0.530000 0.000000
970.482566 650.290911 0.530000 0.000000
962.188119 644.504534 0.530000 0.000000
968.650528 652.301793 0.530000 0.000000
974.556942 661.124168 0.530000 0.000000
950.018033 643.561650 0.530000 0.000000
961.560047 650.914333 0.530000 0.000000
965.378422 654.233972 0.530000 0.000000
970.000619 665.208274 0.530000 0.000000
947.144520 647.348858 0.530000 0.000000
972.150995 671.603263 0.530000 0.000000
970.914309 671.868993 0.530000 0.000000
945.038575 649.289215 0.530000 0.000000
969.700616 673.747010 0.530000 0.000000
967.258420 674.724595 0.530000 0.000000
965.006349 668.157390 0.530000 0.000000
940.928378 653.342152 0.530000 0.000000
964.105918 669.385894 0.530000 0.000000
964.735970 682.253024 0.530000 0.000000
910.808262 692.124065 0.500000 0.000000
963.023538 676.993026 0.530000 0.000000
959.495433 671.411586 0.530000 0.000000
953.502139 665.195444 0.530000 0.000000
959.915468 679.989673 0.530000 0.000000
959.233232 684.341059 0.530000 0.000000
959.351287 682.180951 0.530000 0.000000
951.529058 667.754145 0.530000 0.000000
956.371001 676.740557 0.530000 0.000000
950.425238 668.638217 0.530000 0.000000
949.290248 669.076163 0.530000 0.000000
944.125313 667.016200 0.530000 0.000000
947.700950 670.711442 0.530000 0.000000
951.642462 680.926357 0.530000 0.000000
944.555078 669.317352 0.530000 0.000000
946.354393 671.971116 0.530000 0.000000
945.016014 672.064630 0.530000 0.000000
944.569888 672.095801 0.530000 0.000000
943.646466 671.712017 0.530000 0.000000
1017.845936 630.090302 0.530000 0.000000
999.016599 634.418810 0.530000 0.000000
992.839308 651.626982 0.530000 0.000000
986.762282 649.680257 0.530000 0.000000
969.812771 650.339130 0.530000 0.000000
948.695630 640.131961 0.530000 0.000000
958.828304 644.417858 0.530000 0.000000
967.748940 652.857186 0.530000 0.000000
966.395352 653.733425 0.530000 0.000000
948.990297 643.280481 0.530000 0.000000
964.300633 654.971229 0.530000 0.000000
969.386956 665.065252 0.530000 0.000000
963.513256 668.956221 0.530000 0.000000
948.300701 656.138336 0.530000 0.000000
953.502809 663.261402 0.530000 0.000000
958.276460 672.050728 0.530000 0.000000
942.022987 661.413781 0.530000 0.000000
948.713796 669.375759 0.530000 0.000000
945.203715 668.929297 0.530000 0.000000
947.158201 670.944237 0.530000 0.000000
944.873039 669.468420 0.530000 0.000000
945.345267 672.206485 0.530000 0.000000
944.934814 672.028924 0.530000 0.000000
1016.033004 631.352549 0.530000 0.000000
1005.576097 629.167810 0.530000 0.000000
996.466337 624.544795 0.530000 0.000000
1001.282433 631.208520 0.530000 0.000000
992.303988 639.798479 0.530000 0.000000
990.282604 640.190930 0.530000 0.000000
982.732401 653.589231 0.530000 0.000000
956.934269 638.433494 0.530000 0.000000
980.057697 639.759204 0.530000 0.000000
944.713320 636.947434 0.530000 0.000000
969.610766 651.031367 0.530000 0.000000
971.709447 669.383358 0.530000 0.000000
942.235235 650.785755 0.530000 0.000000
955.009512 662.256493 0.530000 0.000000
960.328729 672.938531 0.530000 0.000000
953.962154 662.875393 0.530000 0.000000
951.139190 667.598833 0.530000 0.000000
949.559149 669.449095 0.530000 0.000000
943.556779 673.186949 0.530000 0.000000
1009.810621 637.626463 0.530000 0.000000
1002.507357 630.179161 0.530000 0.000000
996.566757 636.477524 0.530000 0.000000
1001.131961 644.397050 0.530000 0.000000
991.894854 646.150850 0.530000 0.000000
993.096647 651.933212 0.530000 0.000000
988.599660 648.136226 0.530000 0.000000
979.008754 657.240864 0.530000 0.000000
918.903474 691.864151 0.500000 0.000000
950.220337 637.283230 0.530000 0.000000
966.370906 654.015210 0.530000 0.000000
965.194877 654.480997 0.530000 0.000000
953.249270 651.457347 0.530000 0.000000
965.075293 668.949779 0.530000 0.000000
956.749110 661.839597 0.530000 0.000000
962.981895 676.717513 0.530000 0.000000
954.397053 662.771170 0.530000 0.000000
959.042035 671.407381 0.530000 0.000000
951.574089 667.494609 0.530000 0.000000
950.502284 668.395295 0.530000 0.000000
949.761156 668.756857 0.530000 0.000000
947.464431 670.686898 0.530000 0.000000
1009.798040 628.251125 0.530000 0.000000
944.218130 672.108703 0.530000 0.000000
943.991679 673.082725 0.530000 0.000000
1010.165745 636.805554 0.530000 0.000000
968.845191 651.674714 0.530000 0.000000
1000.994209 629.622036 0.530000 0.000000
1002.134232 632.843890 0.530000 0.000000
